gene,symbol,ecocyc_id,start,end,strand
b3085,ygjP,G7604,3235960,3236463,+
b3086,ygjQ,G7605,3236540,3237232,+
b3087,ygjR,G7606,3237311,3238297,+
b3088,alx,G7607,3238580,3239545,+
b3089,sstT,EG12732,3239944,3241188,+
b3090,ygjV,G7608,3241193,3241744,-
b3091,uxaA,EG12734,3241827,3243314,-
b3092,uxaC,G81,3243329,3244741,-
b3093,exuT,EG12738,3245224,3246522,+
b3094,exuR,EG12739,3246652,3247428,+
b4787,yqiM,G0-17033,3247668,3247751,+
b3095,yqjA,G7609,3247773,3248435,+
b3096,mzrA,G7610,3248439,3248822,+
b3097,yqjC,G7611,3248969,3249337,+
b3098,yqjD,G7612,3249375,3249680,+
b3099,yqjE,G7613,3249683,3250087,+
b3100,yqjK,G7614,3250077,3250376,+
b3101,yqjF,G7615,3250562,3250954,+
b3102,yqjG,G7616,3251024,3252010,+
b3103,yhaH,G7617,3252304,3252669,+
b3104,yhaI,G7618,3252911,3253267,+
b3105,yhaJ,G7619,3253318,3254214,-
b3106,yhaK,G7620,3254319,3255020,+
b3107,yhaL,G7621,3255043,3255207,+
b4470,cyuA,G7622,3255341,3256651,-
b3110,cyuP,EG12754,3256679,3258010,-
b4471,tdcG,G7624,3258285,3259649,-
b3113,tdcF,G7626,3259721,3260110,-
b3114,tdcE,G7627,3260124,3262418,-
b3115,tdcD,EG11172,3262452,3263660,-
b3116,tdcC,EG10991,3263686,3265017,-
b3117,tdcB,EG10990,3265039,3266028,-
b3118,tdcA,EG10989,3266127,3267065,-
b3119,tdcR,EG10992,3267380,3267598,+
b3120,yhaB,EG11173,3267854,3268393,+
b3121,yhaC,EG11174,3268415,3269602,+
b3123,rnpB,EG30069,3270216,3270592,-
b3124,garK,EG11175,3270625,3271770,-
b3125,garR,EG11176,3271867,3272751,-
b3126,garL,EG10016,3272787,3273557,-
b3127,garP,EG12760,3273573,3274907,-
b3128,garD,EG12522,3275282,3276853,+
b3129,prlF,EG10955,3277002,3277337,+
b3130,yhaV,G7629,3277337,3277801,+
b3131,agaR,G7630,3277856,3278665,-
b3132,kbaZ,G7631,3278914,3280194,+
b3133,agaV,G7632,3280217,3280690,+
b3136,agaS,G7634,3281976,3283130,+
b3137,kbaY,EG12768,3283143,3284003,+
b3138,agaB,EG12769,3284170,3284646,+
b3139,agaC,EG12770,3284685,3285488,+
b3140,agaD,G7635,3285478,3286269,+
b3141,agaI,G7636,3286270,3287025,+
b3142,yraH,G7637,3287426,3288010,+
b3143,yraI,G7638,3288090,3288785,+
b3144,yraJ,G7639,3288814,3291330,+
b3145,yraK,G7640,3291341,3292432,+
b3146,rsmI,G7641,3292475,3293335,-
b3147,lpoA,G7642,3293400,3295436,+
b3148,yraN,G7643,3295394,3295789,+
b3149,diaA,EG12780,3295809,3296399,+
b3150,dolP,G7644,3296409,3296984,+
b3151,yraQ,G7645,3297098,3298138,-
b3152,yraR,G7646,3298211,3298846,-
b3153,yhbO,G7647,3298974,3299492,+
b3154,yhbP,G7648,3299472,3299915,-
b3155,yhbQ,G7649,3299966,3300268,+
b3156,yhbS,G7650,3300255,3300758,-
b3157,ubiT,G7651,3300752,3301276,-
b3158,ubiU,G7652,3301485,3302480,+
b3159,ubiV,G7653,3302489,3303367,+
b3160,yhbW,G7654,3303448,3304455,+
b3161,mtr,EG10617,3304573,3305817,-
b3162,deaD,EG10215,3305971,3307860,-
b4685,yrbN,G0-10651,3307853,3307933,-
b3163,nlpI,EG12371,3308040,3308924,-
b3164,pnp,EG10743,3309033,3311168,-
b4449,sraG,G0-8870,3311183,3311398,+
b3165,rpsO,EG10914,3311415,3311684,-
b3166,truB,EG11177,3311833,3312777,-
b3167,rbfA,EG11178,3312777,3313178,-
b3168,infB,EG10505,3313342,3316014,-
b3169,nusA,EG10665,3316039,3317526,-
b3170,rimP,EG11179,3317554,3318006,-
b3171,metY,EG30061,3318213,3318289,-
b3172,argG,EG10068,3318637,3319980,+
b3173,yhbX,G7655,3319988,3321613,-
b3174,leuU,EG30050,3322072,3322158,-
b3175,secG,EG12095,3322173,3322505,-
b3176,glmM,EG11553,3322733,3324070,-
b3177,folP,EG50011,3324063,3324911,-
b3178,ftsH,EG11506,3325001,3326935,-
b3179,rlmE,EG11507,3327035,3327664,-
b3180,yhbY,EG12794,3327790,3328083,+
b3181,greA,EG10415,3328239,3328715,-
b3182,dacB,EG10202,3328963,3330396,+
b3183,obgE,G7656,3330582,3331754,-
b3184,yhbE,EG11499,3331770,3332735,-
b3185,rpmA,EG50002,3332862,3333119,-
b3186,rplU,EG50001,3333140,3333451,-
b3187,ispB,EG10017,3333710,3334681,+
b3188,sfsB,EG10656,3334909,3335187,+
b3189,murA,EG11358,3335235,3336494,-
b3190,ibaG,G7657,3336549,3336803,-
b3191,mlaB,G7658,3336963,3337256,-
b3192,mlaC,G7659,3337256,3337891,-
b3193,mlaD,EG12799,3337910,3338461,-
b3194,mlaE,EG12800,3338466,3339248,-
b3195,mlaF,EG12801,3339256,3340065,-
b3196,yrbG,EG12802,3340275,3341252,+
b3197,kdsD,G7662,3341266,3342252,+
b3198,kdsC,G7663,3342273,3342839,+
b3199,lptC,G7664,3342836,3343411,+
b3200,lptA,G7665,3343380,3343937,+
b3201,lptB,EG11680,3343944,3344669,+
b3202,rpoN,EG10898,3344717,3346150,+
b3203,hpf,EG11681,3346173,3346460,+
b3204,ptsN,EG11682,3346578,3347069,+
b3205,rapZ,EG12146,3347115,3347969,+
b3206,npr,EG12147,3347966,3348238,+
b3207,yrbL,G7667,3348452,3349084,+
b3208,mtgA,G7668,3349081,3349809,-
b3209,elbB,EG11383,3349806,3350459,-
b4450,arcZ,G0-8871,3350577,3350697,+
b3210,arcB,EG10062,3350689,3353025,-
b3211,yhcC,G7669,3353121,3354050,-
b3212,gltB,EG10403,3354725,3359185,+
b3213,gltD,EG10404,3359198,3360616,+
b3214,gltF,EG11514,3361176,3361940,+
b3215,yhcA,EG11515,3362112,3362786,+
b3216,yhcD,G7670,3362807,3365188,+
b3218,insH10,G7672,3365702,3366682,-
b3219,yhcF,G7673,3366926,3367642,+
b3220,yhcG,G7674,3367827,3368954,+
b3221,nanQ,G7675,3369014,3369478,-
b3222,nanK,G7676,3369475,3370350,-
b3223,nanE,G7677,3370347,3371036,-
b3224,nanT,G436,3371084,3372574,-
b3225,nanA,EG10637,3372683,3373576,-
b3226,nanR,G7678,3373698,3374489,-
b3227,dcuD,G7679,3374869,3376236,+
b3228,sspB,EG10978,3376279,3376776,-
b3229,sspA,EG10977,3376782,3377420,-
b3230,rpsI,EG10908,3377815,3378207,-
b3231,rplM,EG10874,3378223,3378651,-
b3232,zapE,G7680,3378870,3379997,-
b3233,yhcB,G7681,3380191,3380589,+
b3234,degQ,G7682,3380743,3382110,+
b3235,degS,EG11652,3382200,3383267,+
b3236,mdh,EG10576,3383330,3384268,-
b3237,argR,EG10070,3384703,3385173,+
b3238,yhcN,G7683,3385538,3385801,+
b3239,yhcO,G7684,3385857,3386129,-
b3240,aaeB,G7685,3386221,3388188,-
b3241,aaeA,G7686,3388194,3389126,-
b3242,aaeX,G7687,3389134,3389337,-
b3243,aaeR,G7688,3389520,3390449,+
b3244,tldD,G7689,3390583,3392028,-
b4472,yhdP,G7690,3392458,3396258,-
b3247,rng,EG11299,3396326,3397795,-
b3248,yhdE,EG11298,3397785,3398378,-
b3249,mreD,EG10610,3398387,3398875,-
b3250,mreC,EG10609,3398875,3399978,-
b3251,mreB,EG10608,3400044,3401087,-
b3252,csrD,EG10018,3401392,3403332,-
b3253,yhdH,EG11315,3403484,3404458,+
b3255,accB,EG10275,3405436,3405906,+
b3256,accC,EG10276,3405917,3407266,+
b3257,yhdT,G7693,3407375,3407617,+
b3258,panF,EG10685,3407607,3409058,+
b3259,prmA,EG11497,3409070,3409951,+
b3260,dusB,EG11311,3410280,3411245,+
b3261,fis,EG10317,3411271,3411567,+
b3262,yhdJ,EG11498,3411653,3412537,+
b3263,yhdU,G7694,3412621,3412800,+
b3264,envR,EG11741,3412803,3413465,-
b3265,acrE,EG10266,3413864,3415021,+
b3266,acrF,EG10267,3415033,3418137,+
b3267,yhdV,G7695,3418390,3418611,+
b3269,yhdX,EG12835,3420134,3421315,+
b3270,yhdY,EG12836,3421325,3422428,+
b3271,yhdZ,EG12837,3422436,3423194,+
b3272,rrfF,EG30091,3423423,3423542,-
b3273,thrV,EG30103,3423580,3423655,-
b3274,rrfD,EG30073,3423668,3423787,-
b3275,rrlD,EG30080,3423880,3426783,-
b3276,alaU,EG30009,3426958,3427033,-
b3277,ileU,EG30044,3427076,3427152,-
b3278,rrsD,EG30087,3427221,3428762,-
b3279,yrdA,G7696,3429236,3429790,+
b3280,yrdB,G7697,3429766,3430023,-
b3281,aroE,EG10077,3430020,3430838,-
b3282,tsaC,G7698,3430843,3431415,-
b3283,yrdD,G7699,3431420,3431962,-
b3284,smg,EG11605,3431991,3432464,-
b4473,smf,EG11604,3432436,3433560,-
b3287,def,EG11440,3433690,3434199,+
b3288,fmt,EG11268,3434214,3435161,+
b3289,rsmB,EG12163,3435207,3436496,+
b3290,trkA,EG11019,3436518,3437894,+
b3291,mscL,EG11180,3438024,3438434,+
b4550,arfA,G0-10465,3438431,3438649,-
b3292,zntR,EG11969,3438705,3439130,-
b3293,yhdN,EG11970,3439141,3439509,-
b3294,rplQ,EG10878,3439616,3439999,-
b3295,rpoA,EG10893,3440040,3441029,-
b3296,rpsD,EG10903,3441055,3441675,-
b3297,rpsK,EG10910,3441709,3442098,-
b3298,rpsM,EG10912,3442115,3442471,-
b3299,rpmJ,EG11232,3442618,3442734,-
b3300,secY,EG10766,3442766,3444097,-
b3301,rplO,EG10876,3444105,3444539,-
b3302,rpmD,EG10888,3444543,3444722,-
b3303,rpsE,EG10904,3444726,3445229,-
b3304,rplR,EG10879,3445244,3445597,-
b3305,rplF,EG10869,3445607,3446140,-
b3306,rpsH,EG10907,3446153,3446545,-
b3307,rpsN,EG10913,3446579,3446884,-
b3308,rplE,EG10868,3446899,3447438,-
b3309,rplX,EG10884,3447453,3447767,-
b3310,rplN,EG10875,3447778,3448149,-
b3311,rpsQ,EG10916,3448314,3448568,-
b3312,rpmC,EG10887,3448568,3448759,-
b3313,rplP,EG10877,3448759,3449169,-
b3314,rpsC,EG10902,3449182,3449883,-
b3315,rplV,EG10882,3449901,3450233,-
b3316,rpsS,EG10918,3450248,3450526,-
b3317,rplB,EG10865,3450543,3451364,-
b3318,rplW,EG10883,3451382,3451684,-
b3319,rplD,EG10867,3451681,3452286,-
b3320,rplC,EG10866,3452297,3452926,-
b3321,rpsJ,EG10909,3452959,3453270,-
b3322,gspB,EG11263,3453508,3453927,-
b3323,gspA,G7701,3453929,3455398,-
b3324,gspC,G7702,3455578,3456393,+
b3325,gspD,G7703,3456377,3458329,+
b3326,gspE,G7704,3458339,3459820,+
b3327,gspF,G7705,3459817,3461013,+
b3328,gspG,G7706,3461023,3461460,+
b3329,gspH,G7707,3461468,3461977,+
b3330,gspI,G7708,3461974,3462351,+
b3331,gspJ,G7709,3462344,3462931,+
b3332,gspK,G7710,3462924,3463907,+
b3333,gspL,G7711,3463922,3465085,+
b3334,gspM,EG12173,3465082,3465543,+
b3335,gspO,EG11359,3465543,3466220,+
b3336,bfr,EG10113,3466249,3466725,-
b3337,bfd,EG11181,3466797,3466991,-
b3338,chiA,EG11237,3467160,3469853,-
b3339,tufA,EG11036,3470145,3471329,-
b3340,fusA,EG10360,3471400,3473514,-
b3341,rpsG,EG10906,3473542,3474081,-
b3342,rpsL,EG10911,3474178,3474552,-
b3343,tusB,G7712,3474678,3474965,-
b3344,tusC,G7713,3474973,3475332,-
b3345,tusD,G7714,3475332,3475718,-
b3346,yheO,G7715,3475718,3476440,-
b3347,fkpA,G7716,3476607,3477419,-
b3348,slyX,EG11664,3477640,3477858,+
b3349,slyD,EG11663,3477907,3478497,-
b4551,yheV,G0-10466,3478592,3478792,-
b3350,kefB,EG20110,3478802,3480607,-
b3351,kefG,G7717,3480607,3481161,-
b3352,yheS,EG12903,3481289,3483202,+
b3353,yheT,G7718,3483202,3484224,+
b3354,yheU,G7719,3484218,3484436,+
b3355,prkB,EG12365,3484490,3485359,+
b3356,yhfA,EG11182,3485414,3485818,-
b3357,crp,EG10164,3486120,3486752,+
b3358,yhfK,G7721,3486791,3488893,+
b3359,argD,EG10066,3488960,3490180,-
b3360,pabA,EG10682,3490266,3490829,-
b3361,fic,EG10307,3490861,3491463,-
b3362,yhfG,EG12374,3491453,3491620,-
b3363,ppiA,EG10757,3491725,3492297,-
b3364,tsgA,EG11262,3492568,3493749,+
b3365,nirB,EG10653,3494011,3496554,+
b3366,nirD,EG10655,3496551,3496877,+
b3367,nirC,EG10654,3497003,3497809,+
b3368,cysG,EG10188,3497828,3499201,+
b3369,yhfL,G7722,3499448,3499615,+
b3370,frlA,EG12908,3499910,3501247,+
b3371,frlB,G7723,3501268,3502290,+
b4474,frlC,G7724,3502340,3503170,+
b3374,frlD,G7726,3503167,3503952,+
b3375,frlR,G7727,3504052,3504783,+
b3376,yhfS,G7728,3504935,3506020,-
b3377,yhfT,G7729,3506032,3507336,-
b3378,yhfU,G7730,3507348,3507701,-
b3379,php,G7731,3507712,3508590,-
b3380,yhfW,G7732,3508587,3509813,-
b3381,yhfX,G7733,3509813,3510976,-
b3382,yhfY,G7734,3511060,3511422,-
b3383,yhfZ,G7735,3511439,3512344,-
b3384,trpS,EG11030,3512634,3513638,-
b3385,gph,EG11871,3513631,3514389,-
b3386,rpe,M004,3514382,3515059,-
b3387,dam,EG10204,3515077,3515913,-
b3388,damX,EG11183,3516020,3517306,-
b3389,aroB,EG10074,3517398,3518486,-
b3390,aroK,EG10081,3518543,3519064,-
b3391,hofQ,EG12113,3519465,3520703,-
b3392,hofP,G7736,3520615,3521019,-
b3393,hofO,G7737,3521009,3521449,-
b3394,hofN,G7738,3521433,3521972,-
b3395,hofM,G7739,3521972,3522751,-
b3396,mrcA,EG10748,3522871,3525423,+
b3397,nudE,G7740,3525589,3526149,-
b3398,igaA,G7741,3526469,3528604,+
b3399,yrfG,G7742,3528669,3529337,+
b3400,hslR,G7743,3529348,3529749,+
b3401,hslO,G7744,3529774,3530652,+
b3402,yhgE,G7745,3530715,3532439,-
b3403,pck,EG10688,3532818,3534440,+
b3404,envZ,EG10269,3534516,3535868,-
b3405,ompR,EG10672,3535865,3536584,-
b3406,greB,EG11578,3536812,3537288,+
b3407,yhgF,G7746,3537385,3539706,+
b3408,feoA,EG12101,3540163,3540390,+
b3409,feoB,EG12102,3540407,3542728,+
b3410,feoC,EG12933,3542728,3542964,+
b3411,rpnA,EG11750,3543167,3544045,+
b3412,bioH,EG10122,3544074,3544844,-
b3413,yhgH,G7747,3544882,3545565,+
b3414,nfuA,G7748,3545624,3546199,+
b3415,gntT,EG12380,3546559,3547875,+
b3416,malQ,EG10561,3547986,3550070,-
b3417,malP,EG10560,3550080,3552473,-
b3418,malT,EG10562,3553085,3555790,+
b4475,rtcA,G7750,3555833,3556849,-
b3421,rtcB,G7751,3556853,3558079,-
b3422,rtcR,EG12356,3558268,3559866,+
b3424,glpG,EG10397,3560622,3561452,-
b3425,glpE,EG10395,3561497,3561823,-
b3426,glpD,EG10394,3562013,3563518,+
b3427,yzgL,G7752,3563724,3564005,-
b3428,glgP,EG10380,3564134,3566581,-
b3429,glgA,EG10377,3566600,3568033,-
b3430,glgC,EG10379,3568033,3569328,-
b3431,glgX,EG10381,3569346,3571319,-
b3432,glgB,EG10378,3571316,3573502,-
b4788,yhgO,G0-17034,3573660,3573701,-
b4789,yhgP,G0-17035,3573679,3573708,-
b3433,asd,EG10088,3573775,3574878,-
b3434,yhgN,G7753,3575071,3575664,+
b4476,gntU,EG12631,3575721,3577061,-
b3437,gntK,EG12629,3577065,3577592,-
b3438,gntR,EG12630,3577731,3578726,-
b3439,yhhW,G7756,3578950,3579645,-
b3440,yhhX,G7757,3579768,3580805,-
b4451,ryhB,G0-8872,3580922,3581016,-
b3441,yhhY,G7758,3581138,3581626,+
b3442,yhhZ,G7759,3581863,3583041,+
b3444,insA6,G7761,3583483,3583758,+
b3445,insB6,G7762,3583677,3584180,+
b4612,yrhD,G0-10603,3584404,3584559,+
b3446,yrhB,G7763,3584759,3585043,+
b3447,ggt,EG10374,3585081,3586823,-
b3448,yhhA,EG11184,3586943,3587383,+
b3449,ugpQ,EG11050,3587370,3588113,-
b3450,ugpC,EG11048,3588110,3589180,-
b3451,ugpE,EG11049,3589182,3590027,-
b3452,ugpA,EG11046,3590024,3590911,-
b3453,ugpB,EG11047,3591009,3592325,-
b3454,livF,EG10536,3592724,3593437,-
b3455,livG,EG10537,3593439,3594206,-
b3456,livM,EG10541,3594203,3595480,-
b3457,livH,EG10538,3595477,3596403,-
b3458,livK,EG10540,3596451,3597560,-
b3459,panZ,EG12211,3597984,3598367,+
b3460,livJ,EG10539,3598555,3599658,-
b3461,rpoH,EG10897,3599929,3600783,-
b3462,ftsX,EG10345,3601028,3602086,-
b3463,ftsE,EG10340,3602079,3602747,-
b3464,ftsY,EG10346,3602750,3604243,-
b3465,rsmD,EG10343,3604393,3604989,+
b3466,yhhL,EG12212,3604979,3605248,+
b3467,yhhM,EG12213,3605251,3605610,-
b3468,yhhN,EG12214,3605751,3606377,+
b3469,zntA,EG12215,3606451,3608649,+
b3470,tusA,EG12216,3608751,3608996,-
b3471,yhhQ,EG12217,3609217,3609882,+
b3472,dcrB,G7767,3609955,3610512,+
b3473,yhhS,EG12219,3610516,3611733,-
b3474,yhhT,EG12220,3611865,3612914,+
b3475,acpT,EG12221,3612969,3613556,+
b3476,nikA,EG12075,3613667,3615241,+
b3477,nikB,EG12076,3615241,3616185,+
b3478,nikC,EG12077,3616182,3617015,+
b3479,nikD,EG12078,3617015,3617779,+
b3480,nikE,EG12079,3617776,3618582,+
b3481,nikR,EG11519,3618588,3618989,+
b3482,rhsB,EG10847,3619192,3623427,+
b3483,yhhH,EG11520,3623399,3623782,+
b3484,yhhI,EG11525,3624378,3625514,+
b3485,yhhJ,EG11767,3625679,3626803,-
b3486,rbbA,EG12223,3626803,3629538,-
b3487,yhiI,EG12224,3629535,3630602,-
b4790,yhiY,G0-17036,3630665,3630778,-
b3488,yhiJ,EG12225,3630968,3632590,-
b3491,yhiM,EG12228,3634841,3635893,+
b3492,rdsA,EG12229,3636208,3637410,-
b3493,pitA,EG12230,3637642,3639141,+
b3494,uspB,EG12231,3639385,3639720,-
b3495,uspA,EG11390,3640111,3640545,+
b4791,yriA,G0-17037,3640612,3640686,-
b4792,yriB,G0-17038,3640643,3640696,-
b3496,dtpB,EG12232,3640862,3642331,+
b3497,rsmJ,EG12233,3642380,3643132,-
b3498,prlC,EG11441,3643140,3645182,-
b3499,rlmJ,EG12234,3645385,3646227,+
b3500,gor,EG10412,3646299,3647651,+
b4613,dinQ,G0-9981,3647705,3647788,-
b4712,agrA,G0-10751,3648063,3648144,+
b4713,agrB,G0-10752,3648294,3648375,+
b3501,arsR,EG12235,3648528,3648881,+
b3502,arsB,EG12236,3648935,3650224,+
b3503,arsC,EG12237,3650237,3650662,+
b3505,insH11,G7769,3652182,3653162,-
b3506,slp,EG11890,3653961,3654527,+
b3507,dctR,EG11889,3654683,3655213,+
b3508,yhiD,EG11400,3655255,3655902,-
b3509,hdeB,EG11399,3655966,3656292,-
b3510,hdeA,EG11398,3656408,3656740,-
b3511,hdeD,EG11495,3656995,3657567,+
b4704,arrS,G0-10694,3657985,3658054,-
b3512,gadE,EG11544,3658366,3658893,+
b4718,gadF,G0-16680,3658992,3659082,+
b3513,mdtE,EG12240,3659232,3660389,+
b3514,mdtF,EG12241,3660414,3663527,+
b3515,gadW,EG12242,3663890,3664618,-
b4452,gadY,G0-8914,3664864,3664969,+
b3516,gadX,EG12243,3664986,3665810,-
b3517,gadA,EG50009,3666180,3667580,-
b3518,ccp,EG12244,3667791,3669188,-
b3519,treF,EG12245,3669592,3671241,+
b3520,yhjB,EG12246,3671292,3671894,-
b3521,rcdB,EG12247,3672414,3673313,+
b3522,yhjD,EG12248,3673362,3674375,+
b3523,yhjE,EG12249,3674786,3676108,+
b3524,yhjG,EG12251,3676290,3678350,-
b3525,pdeH,EG12252,3678420,3679187,-
b3526,kdgK,EG12253,3679419,3680348,+
b3527,bipP,EG12254,3680444,3681940,-
b3528,dctA,EG20044,3682161,3683447,-
b3529,pdeK,EG12256,3683630,3685618,-
b3530,bcsC,EG12257,3685700,3689173,-
b3531,bcsZ,EG12258,3689155,3690261,-
b3532,bcsB,EG12259,3690268,3692607,-
b3533,bcsA,EG12260,3692618,3695236,-
b3535,yhjR,EG12262,3695997,3696185,-
b3536,bcsE,EG12263,3696458,3698029,+
b3537,bcsF,EG12264,3698026,3698217,+
b3538,bcsG,EG12265,3698214,3699893,+
b4453,ldrD,G0-9041,3699980,3700087,-
b4454,rdlD,G0-9042,3700136,3700199,+
b3539,yhjV,EG12266,3700563,3701834,+
b3540,dppF,EG12628,3701864,3702868,-
b3541,dppD,EG12627,3702865,3703848,-
b3542,dppC,EG12626,3703859,3704761,-
b3543,dppB,EG12625,3704771,3705790,-
b3544,dppA,EG10248,3706098,3707705,-
b3545,proK,EG30066,3708616,3708692,-
b3546,eptB,EG12267,3708784,3710475,-
b3547,yhjX,EG12268,3710799,3712007,-
b3548,yhjY,EG12269,3712236,3712934,-
b3549,tag,EG10986,3713092,3713655,+
b3550,yiaC,EG12270,3713652,3714092,+
b3551,bisC,EG10124,3714061,3716394,-
b3552,yiaD,EG12271,3716547,3717206,+
b3553,ghrB,EG12272,3717310,3718284,+
b3554,yiaF,EG12273,3718334,3719044,-
b3555,yiaG,EG12624,3719478,3719768,+
b3556,cspA,EG10166,3720049,3720261,+
b4793,ysaE,G0-17039,3720400,3720471,+
b4455,hokA,G0-9613,3720448,3720600,-
b3557,insJ,G7776,3720680,3721201,+
b3558,insK,G7777,3721198,3722049,+
b3559,glyS,EG10410,3722328,3724397,-
b3560,glyQ,EG10409,3724407,3725318,-
b4553,ysaB,G0-10467,3725413,3725712,-
b3561,wecH,EG12274,3725887,3726882,+
b3562,yiaA,EG11186,3726924,3727361,-
b3563,yiaB,EG11267,3727407,3727748,-
b3564,xylB,EG11075,3727917,3729371,-
b3565,xylA,EG11074,3729443,3730765,-
b3566,xylF,EG20252,3731131,3732123,+
b3567,xylG,EG12275,3732201,3733742,+
b3568,xylH,EG12276,3733720,3734901,+
b3569,xylR,EG20253,3734979,3736157,+
b3570,bax,EG11360,3736353,3737177,-
b4794,baxL,G0-17040,3737177,3737203,-
b3571,malS,EG11316,3737497,3739527,+
b3572,avtA,EG10107,3739705,3740958,+
b3573,ysaA,EG12277,3741109,3741582,-
b3574,plaR,EG12278,3741684,3742532,-
b3575,yiaK,EG12279,3742733,3743731,+
b3576,yiaL,EG12280,3743743,3744210,+
b3577,yiaM,EG12281,3744328,3744801,+
b3578,yiaN,EG12282,3744804,3746081,+
b3579,yiaO,EG12283,3746094,3747080,+
b3580,lyxK,EG12284,3747084,3748580,+
b3581,sgbH,EG12285,3748577,3749239,+
b3582,sgbU,EG12286,3749232,3750092,+
b3583,sgbE,EG12287,3750086,3750781,+
b3584,yiaT,EG12288,3751128,3751868,-
b3585,yiaU,EG12289,3751992,3752966,+
b3586,yiaV,EG12290,3752963,3754099,-
b3587,yiaW,EG12291,3754105,3754428,-
b3588,aldB,EG12292,3754973,3756511,-
b3589,yiaY,EG12293,3756676,3757827,-
b3590,selB,EG10942,3758017,3759861,-
b3591,selA,EG10941,3759858,3761249,-
b3592,yibF,EG11762,3761347,3761955,-
b3593,rhsA,EG10846,3762183,3766316,+
b3594,yibA,EG11187,3766337,3767179,+
b3596,yibG,EG11763,3768177,3768638,+
b4615,yibV,G0-10605,3769345,3769680,+
b3597,yibH,EG11764,3770243,3771379,-
b3598,yibI,EG11765,3771382,3771744,-
b3599,mtlA,EG10615,3772281,3774194,+
b3600,mtlD,EG10616,3774424,3775572,+
b3601,mtlR,EG11965,3775572,3776159,+
b4554,yibT,G0-10468,3776171,3776380,-
b3602,yibL,EG11964,3776665,3777027,+
b3603,lldP,EG11961,3777399,3779054,+
b3604,lldR,EG11962,3779054,3779830,+
b3605,lldD,EG11963,3779827,3781017,+
b3606,trmL,EG11888,3781215,3781688,+
b3607,cysE,EG10187,3781741,3782562,-
b3608,gpsA,EG20091,3782642,3783661,-
b3609,secB,EG10937,3783661,3784128,-
b3610,grxC,EG12294,3784191,3784442,-
b3611,yibN,EG12295,3784584,3785015,-
b3612,gpmM,EG12296,3785260,3786804,+
b3613,envC,EG12297,3786838,3788097,+
b3614,yibQ,EG12298,3788101,3789060,+
b3615,waaH,EG11266,3789047,3790081,-
b3616,tdh,EG10993,3790320,3791345,-
b3617,kbl,EG10512,3791355,3792551,-
b3618,htrL,EG11188,3792826,3793683,-
b3619,rfaD,EG10838,3793987,3794919,+
b3620,waaF,EG12210,3794929,3795975,+
b3621,waaC,EG11189,3795979,3796938,+
b3622,waaL,EG11424,3796948,3798207,+
b4795,yibX,G0-17041,3797772,3798014,-
b4796,yibY,G0-17042,3798039,3798149,-
b3623,waaU,EG11423,3798239,3799312,-
b3624,waaZ,EG11426,3799345,3800196,-
b3625,waaY,EG11425,3800267,3800965,-
b3626,waaJ,EG11353,3800983,3801999,-
b3627,waaO,EG11352,3802039,3803058,-
b3628,waaB,EG11351,3803058,3804137,-
b3629,waaS,EG11350,3804181,3805116,-
b3630,waaP,EG11340,3805153,3805950,-
b3631,waaG,EG11339,3805943,3807067,-
b3632,waaQ,EG11341,3807064,3808098,-
b4760,rirA,G0-16662,3808166,3808238,-
b3633,waaA,EG10520,3808540,3809817,+
b3634,coaD,EG11190,3809825,3810304,+
b3635,mutM,EG10329,3810343,3811152,-
b3636,rpmG,EG10891,3811250,3811417,-
b3637,rpmB,EG10886,3811438,3811674,-
b3638,yicR,EG11312,3811891,3812559,-
b3639,dfp,EG10004,3812731,3813951,+
b3640,dut,EG10251,3813929,3814387,+
b3641,slmA,EG11191,3814494,3815090,+
b3642,pyrE,EG10808,3815127,3815768,-
b3643,rph,EG10863,3815863,3816549,-
b3644,yicC,EG11192,3816676,3817539,+
b3645,dinD,EG11193,3817760,3818584,+
b3646,yicG,EG11683,3818874,3819491,+
b3647,ligB,EG11334,3819488,3821170,-
b3648,gmk,EG10965,3821428,3822051,+
b3649,rpoZ,EG10899,3822106,3822381,+
b3650,spoT,EG10966,3822400,3824508,+
b3651,trmH,EG10967,3824515,3825204,+
b3652,recG,EG10829,3825210,3827291,+
b3653,gltS,EG10406,3827460,3828665,-
b3654,xanP,EG11194,3828945,3830336,+
b3655,yicH,EG11684,3830457,3832166,+
b3656,yicI,EG11685,3832219,3834537,-
b3657,yicJ,EG11686,3834547,3835929,-
b3658,selC,EG30092,3836222,3836316,+
b3659,setC,EG11687,3836953,3838137,+
b3660,yicL,EG11688,3838248,3839171,+
b4797,yicU,G0-17043,3838642,3838701,-
b3661,nlpA,EG10657,3839175,3839993,-
b4555,yicS,G0-10469,3840215,3840508,+
b3662,nepI,EG11689,3840549,3841739,-
b3663,yicN,EG11690,3841950,3842402,-
b3664,adeQ,EG11691,3842455,3843789,-
b3665,adeD,EG11692,3843964,3845730,+
b3666,uhpT,EG11054,3845776,3847167,-
b3667,uhpC,EG11053,3847305,3848624,-
b3668,uhpB,EG11052,3848634,3850136,-
b3669,uhpA,EG11051,3850136,3850726,-
b3670,ilvN,EG10502,3850802,3851092,-
b3671,ilvB,EG10494,3851096,3852784,-
b3672,ivbL,EG11275,3852890,3852988,-
b4616,istR,G0-10201,3853118,3853257,-
b4618,tisB,G0-9962,3853553,3853642,+
